EMPLOYEE_ID,JOB_ROLE,TEAM_SIZE,MONTHLY_EXTRA_HOURS,EXTRA_HOLIDAYS,TODO_COMPLETED,BMI_RANGE,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,DAILY_STRESS,TIME_FOR_HOBBY,HEALTHY_MEALS_PER_WEEK,SUFFICIENT_INCOME,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
10964,Train Conductor,0,5,5,8,2,10,6,0,2,4,1,51 or more,Female,691.9
10965,City Bus Driver,0,8,5,5,2,1,9,1,6,10,2,51 or more,Male,736.6
10966,Environmental and Sustainability Manager,0,10,5,7,1,5,5,5,1,2,1,36 to 50,Male,673.7
10967,Depot Driver,0,10,2,7,1,8,8,2,5,10,2,36 to 50,Female,725.9
10968,Depot Driver,0,10,5,8,2,6,8,2,6,7,2,Less than 20,Female,734
10969,Intercity Bus Driver,0,4,5,3,2,5,6,1,8,3,2,36 to 50,Female,682.4
10970,Intercity Bus Driver,1,3,2,5,1,7,7,1,2,2,2,36 to 50,Male,681.3
10971,Depot Driver,10,7,0,7,1,1,7,0,3,10,1,21 to 35,Female,634.2
10972,Train Conductor,0,5,0,7,1,4,7,3,1,4,2,21 to 35,Male,636.5
10973,Train Conductor,0,10,4,4,1,4,9,5,9,5,2,36 to 50,Female,694.7
10974,Environmental and Sustainability Manager,0,10,1,4,1,5,7,3,2,6,2,51 or more,Female,720
10975,Maintenance Technician,0,1,0,0,1,2,7,4,1,6,2,21 to 35,Male,620.8
10976,City Bus Driver,0,3,4,3,2,3,9,4,3,4,2,36 to 50,Female,667.3
10977,Environmental and Sustainability Manager,5,10,1,7,1,2,6,3,0,3,2,36 to 50,Female,639.3
10978,Intercity Bus Driver,0,7,0,3,2,1,6,3,1,4,2,51 or more,Male,608.5
10979,Logistics Coordinator,0,2,0,5,1,6,6,1,0,7,2,51 or more,Male,670.7
10980,City Bus Driver,5,7,4,8,2,8,8,5,8,7,2,21 to 35,Male,686.8
10981,Train Conductor,10,10,5,10,2,10,10,0,10,10,2,51 or more,Female,781.1
10982,Logistics Coordinator,10,10,5,7,1,5,7,2,8,5,2,21 to 35,Female,674.1
10983,Maintenance Technician,10,1,1,9,1,10,8,1,2,1,2,36 to 50,Female,646.4
10984,Intercity Bus Driver,6,4,5,4,1,3,7,4,2,5,2,36 to 50,Female,644.8
10985,City Bus Driver,4,10,3,7,1,4,8,4,1,5,2,51 or more,Male,674.1
10986,Logistics Coordinator,0,8,4,6,1,10,6,4,2,6,2,51 or more,Male,693.6
10987,Intercity Bus Driver,10,10,0,0,1,6,6,5,1,5,1,Less than 20,Female,619.7
10988,City Bus Driver,0,4,1,4,2,10,6,3,1,3,1,21 to 35,Female,634.1
10989,Intercity Bus Driver,7,10,3,3,2,3,7,2,6,5,2,51 or more,Female,683.9
10990,Environmental and Sustainability Manager,0,8,1,5,2,8,8,2,7,4,2,36 to 50,Male,686.8
10991,Environmental and Sustainability Manager,0,5,5,9,2,6,7,1,6,6,1,51 or more,Female,716.8
10992,City Bus Driver,0,4,0,6,2,10,7,2,0,3,2,21 to 35,Male,666.6
10993,Fleet Manager,3,4,1,5,2,1,8,1,5,5,1,21 to 35,Male,605.5
10994,Operations Manager,10,6,5,8,2,8,7,3,5,6,2,36 to 50,Female,647.5
10995,Fleet Manager,0,10,5,7,1,8,8,2,7,8,2,51 or more,Female,737.8
10996,Maintenance Technician,0,4,4,7,1,7,7,3,4,10,2,51 or more,Female,732.3
10997,Maintenance Technician,1,10,5,4,1,3,6,2,1,4,2,36 to 50,Male,665
10998,Operations Manager,7,10,1,8,1,6,7,4,2,9,2,21 to 35,Male,696.4
10999,Logistics Coordinator,0,7,5,7,1,3,8,2,10,6,2,21 to 35,Female,709.6
11000,Environmental and Sustainability Manager,0,10,3,7,2,7,6,2,8,8,2,21 to 35,Female,665.8
11001,Fleet Manager,0,6,4,10,1,4,8,2,1,6,2,51 or more,Female,680.9
11002,Logistics Coordinator,1,0,0,0,2,5,9,5,0,0,1,36 to 50,Male,521.5
11003,Train Conductor,3,6,0,7,1,7,6,3,2,0,2,Less than 20,Female,625
11004,Train Conductor,2,5,0,8,1,5,8,5,1,2,2,21 to 35,Male,630.1
11005,Operations Manager,0,7,5,8,2,5,7,3,1,10,2,21 to 35,Female,687.7
11006,Maintenance Technician,7,10,2,4,1,3,7,3,4,8,2,36 to 50,Male,690.7
11007,Environmental and Sustainability Manager,0,5,2,3,1,9,7,5,0,7,2,36 to 50,Female,637.5
11008,Fleet Manager,0,10,5,10,1,10,7,4,1,6,2,51 or more,Female,736.3
11009,Operations Manager,0,4,5,4,2,3,7,0,7,5,2,36 to 50,Female,699.2
11010,Train Conductor,0,10,2,5,1,8,7,1,1,10,2,36 to 50,Female,729.1
11011,Maintenance Technician,3,10,1,8,1,5,6,1,1,10,2,Less than 20,Male,672.2
11012,Maintenance Technician,5,9,3,5,1,10,7,5,4,4,2,Less than 20,Female,664.9
11013,Intercity Bus Driver,0,10,2,8,2,7,6,3,6,7,2,51 or more,Male,699.8
11014,City Bus Driver,10,4,1,7,1,6,7,3,5,3,1,Less than 20,Male,592.7
11015,Intercity Bus Driver,8,4,5,5,1,6,8,5,3,6,2,36 to 50,Female,679.6
11016,Depot Driver,0,7,1,5,1,4,8,0,1,1,2,21 to 35,Male,652
11017,Operations Manager,0,5,0,8,2,2,7,2,2,5,2,21 to 35,Male,678.6
11018,Operations Manager,0,10,3,7,1,7,7,2,7,3,2,Less than 20,Male,742.5
11019,Environmental and Sustainability Manager,10,10,0,0,1,4,8,3,0,5,2,21 to 35,Male,602.7
11020,Intercity Bus Driver,0,10,5,2,2,5,9,5,1,3,2,21 to 35,Female,642.2
11021,Environmental and Sustainability Manager,0,1,5,2,1,8,7,3,2,6,2,51 or more,Female,676.4
11022,Environmental and Sustainability Manager,0,10,1,3,2,1,5,4,4,2,2,36 to 50,Female,604.9
11023,Fleet Manager,7,10,4,10,1,5,8,2,2,5,2,51 or more,Female,716.8
11024,Logistics Coordinator,10,10,5,10,1,10,8,1,2,10,2,21 to 35,Female,760.3
11025,Maintenance Technician,0,3,5,5,2,8,7,2,1,10,2,36 to 50,Male,669.6
11026,Operations Manager,1,2,4,7,1,1,6,2,2,4,1,36 to 50,Female,657.8
11027,Operations Manager,0,4,2,7,1,7,8,2,3,7,2,21 to 35,Female,710.4
11028,Depot Driver,10,10,5,5,1,6,5,5,6,3,1,51 or more,Male,663.7
11029,Logistics Coordinator,0,5,3,8,1,2,8,2,5,6,1,21 to 35,Male,675.4
11030,Operations Manager,0,5,5,5,2,10,7,1,4,3,2,51 or more,Male,687
11031,Depot Driver,3,6,1,4,1,7,6,2,1,3,2,36 to 50,Female,645.4
11032,Maintenance Technician,0,5,0,1,2,8,6,3,4,1,1,Less than 20,Male,582.7
11033,Maintenance Technician,0,10,5,7,2,5,7,4,4,8,2,36 to 50,Female,680.9
11034,City Bus Driver,6,10,1,8,1,8,7,2,4,5,2,51 or more,Male,642.4
11035,Train Conductor,10,2,1,5,1,3,5,3,1,2,2,21 to 35,Female,607
11036,Depot Driver,5,10,1,0,2,10,7,5,0,4,2,21 to 35,Male,644.5
11037,Depot Driver,0,10,3,8,2,8,7,2,6,10,2,36 to 50,Female,696.8
11038,City Bus Driver,0,6,3,8,2,10,7,1,3,3,1,36 to 50,Female,663.2
11039,Operations Manager,0,5,5,8,1,10,8,2,1,1,2,36 to 50,Female,694
11040,Maintenance Technician,4,3,0,6,2,2,6,2,6,4,2,36 to 50,Male,632.5
11041,Train Conductor,5,3,3,8,2,2,6,3,5,5,2,51 or more,Female,629.1
11042,Train Conductor,0,7,4,4,1,10,7,3,1,10,2,36 to 50,Female,693.8
11043,Train Conductor,0,3,0,3,2,5,7,3,0,5,1,36 to 50,Male,609.5
11044,Depot Driver,0,10,3,1,2,6,7,4,1,7,1,21 to 35,Female,638.6
11045,Train Conductor,0,5,5,6,1,2,6,3,3,7,2,51 or more,Male,702.2
11046,Maintenance Technician,0,2,4,7,2,2,5,2,0,4,2,51 or more,Female,628.9
11047,Environmental and Sustainability Manager,5,10,5,5,2,10,5,3,4,5,2,21 to 35,Female,659.4
11048,Environmental and Sustainability Manager,0,10,5,8,1,5,8,0,8,9,2,21 to 35,Female,769.5
11049,Train Conductor,3,10,4,6,2,8,7,2,6,7,2,Less than 20,Female,679.8
11050,Maintenance Technician,10,10,5,6,1,10,6,3,8,4,2,36 to 50,Female,669.8
11051,Maintenance Technician,3,8,2,6,2,8,7,3,2,5,2,36 to 50,Male,662.8
11052,Operations Manager,0,2,1,5,2,8,9,3,2,6,1,21 to 35,Female,630.9
11053,Intercity Bus Driver,6,8,5,2,2,3,5,5,0,2,2,36 to 50,Male,586.6
11054,Intercity Bus Driver,0,4,5,3,1,3,9,3,5,3,1,36 to 50,Female,663.9
11055,Environmental and Sustainability Manager,0,7,3,3,2,6,6,5,1,10,2,36 to 50,Male,657.1
11056,Logistics Coordinator,4,4,0,4,1,7,5,4,1,7,2,Less than 20,Female,607.8
11057,Fleet Manager,10,10,5,8,2,8,7,3,4,5,2,51 or more,Female,666.2
11058,Environmental and Sustainability Manager,5,10,5,9,1,10,8,3,6,3,2,36 to 50,Female,705.9
11059,Maintenance Technician,0,7,0,1,2,7,8,3,0,4,1,21 to 35,Female,601.6
11060,Logistics Coordinator,0,10,5,8,1,4,8,2,10,7,2,36 to 50,Female,728.5
11061,Environmental and Sustainability Manager,0,2,3,7,1,8,7,3,1,10,2,21 to 35,Male,684.9
11062,Intercity Bus Driver,0,10,3,8,1,6,7,2,5,10,1,Less than 20,Male,727
11063,Train Conductor,4,1,5,10,1,2,8,2,0,2,2,51 or more,Female,622.7
11064,Logistics Coordinator,0,7,1,10,1,10,7,1,4,5,2,21 to 35,Male,704
11065,Environmental and Sustainability Manager,10,2,2,7,1,1,9,4,2,7,1,21 to 35,Female,604
11066,Depot Driver,1,5,3,3,2,2,5,1,5,7,2,36 to 50,Male,645.9
11067,Train Conductor,6,2,0,4,1,6,8,4,0,2,2,21 to 35,Male,618.4
11068,City Bus Driver,0,4,0,7,2,6,6,1,6,4,2,21 to 35,Female,641.8
11069,Operations Manager,0,4,0,3,2,6,7,3,0,5,1,51 or more,Male,602.9
11070,Operations Manager,4,4,2,5,1,10,6,2,4,4,2,36 to 50,Female,690.2
11071,Train Conductor,0,10,0,7,1,1,8,3,2,7,2,21 to 35,Female,673.5
11072,Fleet Manager,0,6,4,5,1,4,7,3,2,3,2,21 to 35,Female,665.4
11073,Intercity Bus Driver,4,2,5,3,1,4,7,4,1,3,1,21 to 35,Female,634.8
11074,Train Conductor,7,2,2,5,2,1,7,3,1,3,2,36 to 50,Male,608.7
11075,Intercity Bus Driver,10,5,1,3,1,2,10,2,4,10,2,Less than 20,Female,640.1
11076,Fleet Manager,0,5,5,7,2,8,7,2,1,3,1,51 or more,Female,667.9
11077,Logistics Coordinator,0,10,5,8,1,5,8,3,5,10,2,36 to 50,Male,761
11078,Train Conductor,0,4,5,2,2,6,7,1,2,7,1,36 to 50,Male,660.7
11079,City Bus Driver,0,1,0,0,1,1,5,2,1,3,2,21 to 35,Male,611.7
11080,City Bus Driver,0,10,1,2,1,9,7,1,5,4,2,21 to 35,Female,698.7
11081,City Bus Driver,0,1,5,2,1,8,9,4,2,2,1,21 to 35,Male,634.3
11082,Environmental and Sustainability Manager,0,10,0,0,2,4,7,4,8,0,2,36 to 50,Male,592.3
11083,Operations Manager,10,4,0,4,1,2,10,1,4,6,1,21 to 35,Male,629.9
11084,Fleet Manager,0,3,2,8,1,1,7,5,2,6,2,21 to 35,Female,666.5
11085,Environmental and Sustainability Manager,0,2,1,1,1,2,8,2,0,8,1,21 to 35,Female,609.1
11086,Train Conductor,7,10,1,3,1,7,6,4,1,7,2,21 to 35,Female,664.1
11087,Logistics Coordinator,0,4,3,10,1,7,6,5,4,2,1,Less than 20,Female,652.2
11088,Depot Driver,10,10,1,3,1,8,7,2,2,4,1,Less than 20,Male,632.2
11089,Maintenance Technician,0,10,5,7,1,4,7,1,2,10,2,36 to 50,Male,728.3
11090,Intercity Bus Driver,0,4,1,2,2,2,6,4,2,2,1,21 to 35,Male,573
11091,Environmental and Sustainability Manager,7,3,5,5,2,7,6,1,6,5,2,21 to 35,Male,672.6
11092,Intercity Bus Driver,8,3,1,6,1,8,6,3,2,2,1,36 to 50,Female,606.5
11093,City Bus Driver,0,4,1,3,2,5,8,4,1,4,2,51 or more,Female,608
11094,Environmental and Sustainability Manager,0,10,1,7,1,10,7,2,5,8,1,21 to 35,Female,697.2
11095,Train Conductor,5,7,3,4,2,6,6,5,6,7,2,Less than 20,Female,682.6
11096,Environmental and Sustainability Manager,2,10,4,8,2,10,7,1,10,10,2,Less than 20,Female,746.5
11097,Maintenance Technician,3,10,4,8,1,7,8,4,4,10,2,21 to 35,Female,710.4
11098,Fleet Manager,0,9,3,6,1,7,8,2,3,5,2,36 to 50,Female,688.3
11099,Depot Driver,0,10,5,6,1,5,7,5,2,5,2,36 to 50,Female,679.2
11100,Depot Driver,10,10,2,5,2,10,6,2,8,3,2,51 or more,Male,698.7
11101,Environmental and Sustainability Manager,0,6,2,10,1,8,8,0,7,10,2,36 to 50,Female,785.4
11102,Train Conductor,0,9,0,7,2,8,5,1,4,5,2,Less than 20,Male,633.5
11103,Depot Driver,0,3,2,7,2,3,9,3,3,4,2,36 to 50,Female,679.2
11104,Maintenance Technician,0,10,0,7,1,5,8,3,0,10,1,Less than 20,Female,633.5
11105,Operations Manager,2,4,1,8,2,5,10,3,8,6,1,21 to 35,Female,633.9
11106,Train Conductor,5,10,5,5,2,8,8,4,0,4,2,36 to 50,Male,649.4
11107,City Bus Driver,0,3,3,8,1,10,7,0,5,3,2,51 or more,Male,705.7
11108,Train Conductor,0,6,1,2,1,5,7,4,0,6,2,36 to 50,Female,650.3
11109,Operations Manager,0,7,2,6,1,7,7,3,2,6,2,21 to 35,Female,701.7
11110,Environmental and Sustainability Manager,0,10,5,7,2,8,7,3,4,7,1,36 to 50,Female,676.4
11111,Train Conductor,0,3,0,3,1,8,7,1,2,0,2,21 to 35,Female,623.7
11112,City Bus Driver,1,10,2,9,1,10,8,2,9,10,2,21 to 35,Female,763.7
11113,City Bus Driver,1,1,0,0,1,7,5,1,1,1,1,21 to 35,Male,599.3
11114,Intercity Bus Driver,0,2,5,2,2,6,6,3,1,1,2,51 or more,Male,658.8
11115,Train Conductor,10,3,1,5,1,10,8,5,7,2,2,21 to 35,Male,663.4
11116,Depot Driver,0,10,5,3,1,8,6,3,8,5,2,36 to 50,Male,711.9
11117,Fleet Manager,0,10,3,8,2,3,8,4,1,7,1,Less than 20,Female,655.2
11118,Maintenance Technician,0,10,3,10,1,8,8,0,10,6,2,21 to 35,Male,759.9
11119,Train Conductor,0,10,1,5,1,4,8,2,5,4,2,21 to 35,Female,714.9
11120,Logistics Coordinator,0,6,4,6,1,4,8,2,5,8,2,36 to 50,Female,709.8
11121,Maintenance Technician,2,5,2,8,1,9,7,4,2,9,1,21 to 35,Male,669.8
11122,Fleet Manager,4,5,1,5,1,5,8,2,3,3,1,Less than 20,Male,642
11123,Operations Manager,0,10,0,1,1,7,6,3,0,4,1,21 to 35,Female,626.7
11124,Maintenance Technician,1,4,4,7,1,3,8,1,7,5,1,36 to 50,Male,692.6
11125,Depot Driver,2,8,5,6,1,8,7,1,1,8,1,Less than 20,Female,698.5
11126,Maintenance Technician,0,10,1,4,1,10,7,5,1,5,2,36 to 50,Male,664.9
11127,Depot Driver,4,6,4,6,1,6,6,4,1,5,2,51 or more,Female,663.9
11128,Intercity Bus Driver,0,7,3,6,2,8,7,5,2,1,2,36 to 50,Male,661.1
11129,Depot Driver,4,10,5,8,2,5,8,5,8,2,2,36 to 50,Female,638.6
11130,Maintenance Technician,2,10,2,9,2,8,6,3,2,10,1,36 to 50,Female,669.4
11131,Train Conductor,0,10,5,7,1,9,7,2,9,4,2,21 to 35,Male,727.6
11132,Train Conductor,5,10,1,8,1,7,8,3,10,7,1,21 to 35,Male,710.4
11133,Operations Manager,0,10,1,3,1,9,5,4,4,7,2,Less than 20,Female,650.7
11134,Train Conductor,4,10,0,4,2,3,9,5,8,5,2,36 to 50,Female,638.4
11135,Operations Manager,4,4,5,3,2,5,6,3,1,10,2,21 to 35,Female,629.7
11136,City Bus Driver,0,8,3,3,1,1,7,4,0,1,1,51 or more,Female,603.6
11137,Intercity Bus Driver,5,10,2,1,2,2,7,3,1,2,2,51 or more,Male,620.8
11138,City Bus Driver,8,10,5,8,2,8,6,1,8,10,2,51 or more,Female,701.7
11139,Logistics Coordinator,2,8,3,2,1,6,6,3,7,3,2,21 to 35,Female,658.8
11140,Operations Manager,5,8,2,0,2,10,7,5,1,2,2,21 to 35,Male,605.4
11141,Logistics Coordinator,0,2,2,9,1,10,6,2,3,4,2,51 or more,Male,720.8
11142,Environmental and Sustainability Manager,2,2,3,2,1,6,8,2,0,4,1,36 to 50,Male,632
11143,Train Conductor,10,4,0,6,1,5,4,5,0,7,1,Less than 20,Female,591.9
11144,Intercity Bus Driver,1,10,5,9,1,7,7,2,5,6,2,51 or more,Female,749.3
11145,Environmental and Sustainability Manager,0,10,2,3,2,2,6,4,2,5,1,36 to 50,Male,607
11146,Depot Driver,4,3,2,4,1,5,8,2,5,3,2,51 or more,Male,684.5
11147,City Bus Driver,0,6,4,7,1,3,8,2,2,3,1,21 to 35,Male,663.7
11148,Fleet Manager,1,5,5,9,1,9,7,1,2,5,2,21 to 35,Male,678.3
11149,Intercity Bus Driver,0,9,3,7,2,4,9,2,6,6,2,21 to 35,Female,694.7
11150,Train Conductor,0,3,0,6,1,2,8,3,4,8,1,21 to 35,Female,644.8
11151,City Bus Driver,0,4,1,4,2,3,8,2,1,2,1,21 to 35,Female,592.3
11152,Maintenance Technician,0,3,2,9,2,3,8,2,7,6,2,36 to 50,Male,662
11153,Environmental and Sustainability Manager,10,5,1,3,1,4,8,4,1,3,2,36 to 50,Female,635
11154,Environmental and Sustainability Manager,1,5,5,9,1,10,6,3,3,8,2,Less than 20,Male,702.1
11155,Maintenance Technician,0,5,0,5,1,3,6,4,0,5,2,36 to 50,Male,605.5
11156,Fleet Manager,0,5,0,6,2,7,4,5,0,6,2,21 to 35,Male,622.9
11157,Train Conductor,10,2,0,1,2,3,3,3,6,4,1,21 to 35,Female,560.7
11158,Depot Driver,5,2,1,8,1,5,7,2,1,4,2,21 to 35,Male,674.1
11159,Depot Driver,0,10,1,2,1,5,7,3,2,2,2,21 to 35,Female,658.8
11160,Maintenance Technician,0,10,1,7,1,5,7,3,1,10,2,21 to 35,Female,716.6
11161,Train Conductor,7,3,3,5,1,1,5,4,2,2,2,21 to 35,Female,627
11162,Operations Manager,5,8,4,4,1,6,7,4,4,4,2,Less than 20,Male,672.6
11163,Depot Driver,0,8,0,7,1,3,7,5,3,5,1,Less than 20,Female,619.3
11164,City Bus Driver,0,10,2,8,2,4,6,2,5,5,2,36 to 50,Female,668.6
11165,Environmental and Sustainability Manager,0,5,5,5,2,5,7,1,2,10,2,51 or more,Male,691.1
11166,Logistics Coordinator,0,10,2,6,2,8,7,3,0,6,2,36 to 50,Male,652.6
11167,Maintenance Technician,1,6,0,7,1,3,9,3,2,5,2,Less than 20,Female,633.3
11168,City Bus Driver,0,4,0,5,2,3,5,1,1,3,2,36 to 50,Male,629.1
11169,Environmental and Sustainability Manager,1,5,2,5,2,6,7,3,2,7,2,36 to 50,Male,631.8
11170,Logistics Coordinator,7,10,1,8,1,5,7,4,4,9,2,36 to 50,Male,692.8
11171,Logistics Coordinator,0,10,0,9,1,10,8,1,3,6,2,36 to 50,Male,724.6
11172,Intercity Bus Driver,3,8,4,4,1,2,6,4,1,5,1,Less than 20,Male,637.6
11173,Train Conductor,0,2,3,5,1,1,8,5,0,0,1,21 to 35,Female,595.3
11174,Train Conductor,3,4,5,10,1,1,8,1,1,2,2,51 or more,Female,648
11175,Intercity Bus Driver,5,6,1,2,2,4,6,4,1,2,2,36 to 50,Male,600.6
11176,Logistics Coordinator,0,10,5,5,1,9,7,5,0,10,1,Less than 20,Female,663
11177,Train Conductor,0,8,1,5,1,8,8,1,2,4,2,36 to 50,Female,691.9
11178,Depot Driver,0,10,0,8,1,6,8,3,1,7,1,21 to 35,Female,664.3
11179,Train Conductor,0,2,2,6,1,2,8,2,8,7,2,21 to 35,Female,670.3
11180,Intercity Bus Driver,4,4,2,4,2,4,5,4,2,10,2,51 or more,Male,661.6
11181,Operations Manager,1,4,5,3,1,2,7,3,3,5,2,21 to 35,Male,659.9
11182,Logistics Coordinator,0,10,5,9,1,10,7,3,1,10,2,36 to 50,Female,756.7
11183,Environmental and Sustainability Manager,0,6,4,6,1,4,8,2,5,8,2,36 to 50,Female,709.8
11184,Operations Manager,0,8,3,3,2,3,8,3,4,4,2,21 to 35,Female,643.3
11185,Operations Manager,0,10,3,6,2,8,8,2,10,5,1,36 to 50,Female,697
11186,Fleet Manager,5,10,3,6,1,2,7,4,8,4,1,21 to 35,Female,658.2
11187,Intercity Bus Driver,0,4,5,7,1,6,8,2,5,10,1,51 or more,Female,720.4
11188,City Bus Driver,0,2,0,7,1,4,7,1,3,5,2,51 or more,Female,699.4
11189,Train Conductor,0,5,3,3,1,5,7,3,2,5,2,21 to 35,Male,692.8
11190,Depot Driver,0,5,1,8,1,6,7,4,1,4,2,21 to 35,Female,677.7
11191,Maintenance Technician,10,10,1,8,2,4,5,3,4,5,1,36 to 50,Female,597
11192,Train Conductor,5,10,5,6,1,10,6,3,5,10,2,36 to 50,Female,720.8
11193,Maintenance Technician,0,2,1,5,1,6,6,2,2,5,2,21 to 35,Male,652
11194,Train Conductor,2,5,4,4,1,3,8,4,1,8,2,21 to 35,Male,656.9
11195,Fleet Manager,10,10,5,4,2,5,6,5,1,0,1,51 or more,Female,612.7
11196,Depot Driver,0,10,5,8,2,8,8,1,2,0,2,36 to 50,Female,703.8
11197,Environmental and Sustainability Manager,0,10,2,9,1,2,8,2,5,5,2,21 to 35,Female,724.7
11198,Intercity Bus Driver,0,3,3,3,2,7,6,4,2,1,1,21 to 35,Female,604.6
11199,Depot Driver,10,5,3,2,2,3,7,4,6,3,1,21 to 35,Female,604
11200,Operations Manager,0,5,2,6,1,2,6,3,2,3,1,Less than 20,Female,612.1
11201,Operations Manager,0,10,1,8,2,10,7,4,3,5,2,51 or more,Female,726.1
11202,Train Conductor,5,10,1,1,2,3,6,1,3,2,2,51 or more,Male,622.5
11203,Environmental and Sustainability Manager,10,4,5,2,1,5,7,5,2,5,2,51 or more,Male,667.3
11204,Maintenance Technician,6,8,5,4,2,5,5,4,1,5,1,51 or more,Female,604
11205,Depot Driver,0,6,3,10,2,10,7,0,3,2,2,51 or more,Female,695.5
11206,Intercity Bus Driver,0,2,5,5,2,5,7,4,0,4,2,51 or more,Female,670.7
11207,Intercity Bus Driver,3,2,3,4,1,2,7,1,2,3,2,21 to 35,Male,646.3
11208,Operations Manager,0,10,0,5,2,1,6,2,1,8,2,36 to 50,Female,618.7
11209,Train Conductor,0,8,2,5,2,5,7,4,5,6,2,36 to 50,Female,648.6
11210,Train Conductor,10,3,0,0,1,3,5,3,0,5,2,21 to 35,Female,588.3
11211,Intercity Bus Driver,0,10,5,9,2,7,8,3,2,10,2,36 to 50,Female,698.5
11212,Depot Driver,0,7,2,8,2,3,8,3,9,7,1,21 to 35,Female,660.3
11213,City Bus Driver,0,5,0,6,2,8,7,3,1,3,2,36 to 50,Male,613.5
11214,City Bus Driver,0,2,4,6,2,3,9,2,4,6,2,21 to 35,Female,657.1
11215,Operations Manager,0,10,4,9,2,10,8,1,8,6,2,36 to 50,Male,745
11216,Operations Manager,7,9,5,5,2,10,7,1,1,8,2,36 to 50,Male,705.7
11217,Intercity Bus Driver,1,10,4,4,2,5,9,1,8,10,1,21 to 35,Male,701.7
11218,Logistics Coordinator,10,10,5,5,2,5,9,2,5,10,2,51 or more,Male,705.1
11219,Intercity Bus Driver,8,10,3,10,2,10,8,2,6,10,2,Less than 20,Female,717.8
11220,Maintenance Technician,5,2,2,2,1,2,8,2,5,7,1,51 or more,Female,612.5
11221,Train Conductor,0,7,1,7,2,1,8,3,1,3,2,36 to 50,Male,637.8
11222,Operations Manager,10,10,5,10,2,10,10,5,10,10,2,36 to 50,Male,752.2
11223,Train Conductor,0,3,5,7,2,3,7,3,5,6,1,21 to 35,Male,643.1
11224,Logistics Coordinator,9,4,2,2,1,4,4,4,1,3,1,Less than 20,Female,569.6
11225,Logistics Coordinator,1,7,2,4,1,4,6,4,3,10,2,Less than 20,Female,687.3
11226,Depot Driver,0,10,3,4,2,8,7,2,0,10,2,21 to 35,Female,674.7
11227,Operations Manager,0,10,5,10,2,10,6,3,3,4,2,51 or more,Female,731
11228,Environmental and Sustainability Manager,2,10,0,7,2,3,8,1,5,8,2,21 to 35,Female,665.4
11229,Logistics Coordinator,0,10,2,7,2,10,9,1,6,10,2,21 to 35,Female,701
11230,City Bus Driver,5,2,2,3,2,5,5,5,1,1,2,36 to 50,Female,564.9
11231,Intercity Bus Driver,7,7,2,6,1,6,5,3,1,8,2,51 or more,Female,665.4
11232,City Bus Driver,10,2,0,5,2,4,7,3,2,5,2,21 to 35,Female,588.9
11233,Train Conductor,0,5,5,7,1,4,7,2,3,5,2,51 or more,Female,723.2
11234,Intercity Bus Driver,0,1,1,6,1,5,9,4,2,5,2,21 to 35,Male,654.1
11235,Fleet Manager,0,7,2,5,1,4,7,3,7,7,2,21 to 35,Female,692.6
11236,Environmental and Sustainability Manager,0,10,5,8,2,5,7,5,3,8,2,51 or more,Female,721.7
11237,Depot Driver,5,4,0,3,1,10,4,5,3,0,2,21 to 35,Male,604.8
11238,Depot Driver,2,10,5,7,2,5,7,2,3,6,2,51 or more,Male,713.2
11239,Depot Driver,0,5,1,5,1,10,5,5,1,10,2,36 to 50,Female,639
11240,Environmental and Sustainability Manager,0,2,4,4,2,3,8,3,2,2,2,51 or more,Female,607.6
11241,Maintenance Technician,3,10,5,7,2,9,7,4,10,10,2,36 to 50,Male,710.6
11242,Train Conductor,3,8,3,5,1,10,7,3,1,9,2,21 to 35,Male,680.2
11243,Depot Driver,9,5,1,3,1,10,6,3,4,5,2,36 to 50,Male,654.5
11244,Logistics Coordinator,5,1,1,3,2,1,9,3,2,4,2,21 to 35,Male,610.8
11245,Operations Manager,7,10,1,10,2,6,7,5,2,9,2,51 or more,Female,681.1
11246,Operations Manager,2,6,1,3,1,10,6,5,3,5,2,21 to 35,Female,651.1
11247,Fleet Manager,10,10,5,10,2,10,6,5,3,6,2,36 to 50,Male,688.5
11248,Train Conductor,0,10,1,4,2,10,5,3,6,2,1,21 to 35,Male,640.7
11249,Logistics Coordinator,0,10,2,8,2,9,7,2,8,10,2,36 to 50,Female,736.1
11250,Train Conductor,0,10,4,9,1,10,8,2,8,3,1,Less than 20,Female,724.6
11251,Environmental and Sustainability Manager,0,10,2,7,2,1,6,3,2,2,2,21 to 35,Male,628.9
11252,Train Conductor,2,10,2,6,2,7,6,2,3,3,1,36 to 50,Female,672.6
11253,Fleet Manager,0,9,5,4,2,9,6,3,3,7,1,21 to 35,Female,656
11254,Maintenance Technician,0,4,5,5,1,10,6,3,1,4,2,Less than 20,Male,685.1
11255,Depot Driver,0,10,5,5,1,1,4,5,1,7,1,Less than 20,Female,631.9
11256,City Bus Driver,0,5,5,2,2,3,7,3,6,4,1,21 to 35,Male,612.5
11257,Fleet Manager,3,7,5,7,2,5,8,1,8,10,2,51 or more,Female,750.8
11258,Train Conductor,10,6,5,3,1,6,6,4,0,2,2,21 to 35,Female,633.3
11259,Train Conductor,4,7,3,5,2,8,7,4,10,10,2,51 or more,Male,720.6
